ID,Group,Value
22769,28,903
22770,28,123
22771,28,992
22772,28,8
22773,28,332
22774,28,741
22775,28,1049
22776,28,177
22777,28,252
22778,28,1621
22779,28,955
22780,28,710
22781,28,1566
22782,28,1913
22783,28,464
22784,28,1287
22785,28,1849
22786,28,1343
22787,28,213
22788,28,1688
22789,28,1499
22790,28,487
22791,28,1258
22792,28,1524
22793,28,138
22794,28,298
22795,28,1767
22796,28,705
22797,28,189
22798,28,786
22799,28,862
22800,28,1940
22801,28,1985
22802,28,1654
22803,28,297
22804,28,34
22805,28,864
22806,28,648
22807,28,1582
22808,28,683
22809,28,1795
22810,28,1531
22811,28,508
22812,28,523
22813,28,204
22814,28,1225
22815,28,806
22816,28,1324
22817,28,1581
22818,28,238
22819,28,1501
22820,28,1574
22821,28,1071
22822,28,1139
22823,28,1197
22824,28,1502
22825,28,1598
22826,28,1472
22827,28,335
22828,28,1985
22829,28,1198
22830,28,327
22831,28,1396
22832,28,1168
22833,28,547
22834,28,1261
22835,28,1446
22836,28,604
22837,28,886
22838,28,139
22839,28,671
22840,28,358
22841,28,1012
22842,28,1207
22843,28,319
22844,28,1916
22845,28,14
22846,28,11
22847,28,916
22848,28,1320
22849,28,1031
22850,28,1078
22851,28,1644
22852,28,259
22853,28,1912
22854,28,312
22855,28,1553
22856,28,1780
22857,28,998
22858,28,1649
22859,28,1633
22860,28,1974
22861,28,182
22862,28,1219
22863,28,1866
22864,28,1129
22865,28,1134
22866,28,1469
22867,28,1900
22868,28,1880
22869,28,350
22870,28,612
22871,28,69
22872,28,1704
22873,28,1569
22874,28,792
22875,28,999
22876,28,788
22877,28,999
22878,28,1656
22879,28,74
22880,28,349
22881,28,1795
22882,28,1251
22883,28,619
22884,28,636
22885,28,1593
22886,28,738
22887,28,750
22888,28,1204
22889,28,1328
22890,28,175
22891,28,730
22892,28,265
22893,28,521
22894,28,105
22895,28,1193
22896,28,1621
22897,28,100
22898,28,212
22899,28,711
22900,28,376
22901,28,1064
22902,28,1944
22903,28,437
22904,28,1380
22905,28,1282
22906,28,323
22907,28,1139
22908,28,357
22909,28,425
22910,28,572
22911,28,417
22912,28,999
22913,28,1081
22914,28,1033
22915,28,1188
22916,28,604
22917,28,1230
22918,28,1620
22919,28,564
22920,28,1413
22921,28,1429
22922,28,587
22923,28,1484
22924,28,1200
22925,28,488
22926,28,1391
22927,28,1645
22928,28,1340
22929,28,327
22930,28,1254
22931,28,527
22932,28,283
22933,28,591
22934,28,568
22935,28,543
22936,28,1624
22937,28,1236
22938,28,1011
22939,28,1818
22940,28,1035
22941,28,1616
22942,28,1846
22943,28,1250
22944,28,1947
22945,28,1435
22946,28,1091
22947,28,1467
22948,28,243
22949,28,1770
22950,28,1584
22951,28,69
22952,28,904
22953,28,1614
22954,28,1233
22955,28,1104
22956,28,421
22957,28,174
22958,28,246
22959,28,1089
22960,28,1073
22961,28,1386
22962,28,1103
22963,28,978
22964,28,819
22965,28,1753
22966,28,50
22967,28,1564
22968,28,1245
22969,28,729
22970,28,1243
22971,28,711
22972,28,846
22973,28,676
22974,28,1771
22975,28,230
22976,28,1489
22977,28,1261
22978,28,412
22979,28,1177
22980,28,224
22981,28,1062
22982,28,1452
22983,28,609
22984,28,640
22985,28,1685
22986,28,1688
22987,28,473
22988,28,1235
22989,28,682
22990,28,347
22991,28,1628
22992,28,1902
22993,28,1759
22994,28,1754
22995,28,1467
22996,28,328
22997,28,220
22998,28,434
22999,28,1423
23000,28,1839
23001,28,1682
23002,28,130
23003,28,666
23004,28,225
23005,28,1228
23006,28,246
23007,28,1285
23008,28,1715
23009,28,374
23010,28,1713
23011,28,34
23012,28,1052
23013,28,1696
23014,28,852
23015,28,228
23016,28,1258
23017,28,1144
23018,28,1056
23019,28,1442
23020,28,964
23021,28,469
23022,28,1786
23023,28,352
23024,28,1555
23025,28,433
23026,28,1677
23027,28,980
23028,28,1093
23029,28,1762
23030,28,479
23031,28,1889
23032,28,1239
23033,28,570
23034,28,1832
23035,28,27
23036,28,362
23037,28,212
23038,28,1931
23039,28,1522
23040,28,1064
23041,28,40
23042,28,1508
23043,28,475
23044,28,565
23045,28,52
23046,28,1739
23047,28,1785
23048,28,1602
23049,28,39
23050,28,45
23051,28,1841
23052,28,655
23053,28,1101
23054,28,1400
23055,28,370
23056,28,1841
23057,28,1339
23058,28,1971
23059,28,1414
23060,28,696
23061,28,236
23062,28,1862
23063,28,155
23064,28,1159
23065,28,407
23066,28,1300
23067,28,1782
23068,28,1615
23069,28,1754
23070,28,806
23071,28,1846
23072,28,1191
23073,28,1234
23074,28,1076
23075,28,926
23076,28,1424
23077,28,1167
23078,28,712
23079,28,1898
23080,28,511
23081,28,800
23082,28,193
23083,28,1129
23084,28,1634
23085,28,546
23086,28,803
23087,28,1342
23088,28,1804
23089,28,1531
23090,28,943
23091,28,1140
23092,28,876
23093,28,373
23094,28,1967
23095,28,1555
23096,28,989
23097,28,329
23098,28,125
23099,28,757
23100,28,1797
23101,28,931
23102,28,749
23103,28,712
23104,28,1750
23105,28,1993
23106,28,1958
23107,28,1572
23108,28,8
23109,28,39
23110,28,1925
23111,28,1270
23112,28,415
23113,28,1719
23114,28,332
23115,28,901
23116,28,976
23117,28,1386
23118,28,233
23119,28,1437
23120,28,1947
23121,28,674
23122,28,1316
23123,28,835
23124,28,444
23125,28,809
23126,28,547
23127,28,121
23128,28,357
23129,28,286
23130,28,73
23131,28,1468
23132,28,843
23133,28,1264
23134,28,1990
23135,28,1087
23136,28,514
23137,28,1625
23138,28,974
23139,28,732
23140,28,592
23141,28,1508
23142,28,851
23143,28,1417
23144,28,1869
23145,28,375
23146,28,1890
23147,28,1315
23148,28,1663
23149,28,1083
23150,28,845
23151,28,433
23152,28,1657
23153,28,548
23154,28,207
23155,28,1005
23156,28,1819
23157,28,151
23158,28,623
23159,28,684
23160,28,392
23161,28,1958
23162,28,1304
23163,28,536
23164,28,1411
23165,28,1635
23166,28,1065
23167,28,816
23168,28,1292
23169,28,215
23170,28,928
23171,28,1656
23172,28,1564
23173,28,911
23174,28,541
23175,28,386
23176,28,24
23177,28,662
23178,28,814
23179,28,174
23180,28,1056
23181,28,739
23182,28,1136
23183,28,227
23184,28,540
23185,28,1424
23186,28,1013
23187,28,1841
23188,28,1489
23189,28,1236
23190,28,1398
23191,28,707
23192,28,1724
23193,28,3
23194,28,989
23195,28,1467
23196,28,719
23197,28,148
23198,28,655
23199,28,644
23200,28,1628
23201,28,1143
23202,28,660
23203,28,706
23204,28,767
23205,28,1646
23206,28,454
23207,28,1364
23208,28,576
23209,28,1507
23210,28,1426
23211,28,1809
23212,28,1510
23213,28,66
23214,28,616
23215,28,436
23216,28,528
23217,28,716
23218,28,1788
23219,28,1124
23220,28,1676
23221,28,387
23222,28,1438
23223,28,540
23224,28,339
23225,28,11
23226,28,1075
23227,28,1001
23228,28,1259
23229,28,1049
23230,28,1915
23231,28,716
23232,28,1565
23233,28,284
23234,28,1457
23235,28,472
23236,28,389
23237,28,497
23238,28,1275
23239,28,739
23240,28,1705
23241,28,1312
23242,28,1363
23243,28,1058
23244,28,124
23245,28,617
23246,28,591
23247,28,882
23248,28,97
23249,28,932
23250,28,892
23251,28,756
23252,28,962
23253,28,586
23254,28,259
23255,28,1492
23256,28,944
23257,28,137
23258,28,548
23259,28,1832
23260,28,109
23261,28,1982
23262,28,1087
23263,28,1919
23264,28,1192
23265,28,72
23266,28,232
23267,28,1460
23268,28,1266
23269,28,1841
23270,28,439
23271,28,922
23272,28,1355
23273,28,187
23274,28,510
23275,28,304
23276,28,807
23277,28,79
23278,28,711
23279,28,1611
23280,28,1294
23281,28,1980
23282,28,1021
23283,28,787
23284,28,1414
23285,28,663
23286,28,944
23287,28,648
23288,28,1514
23289,28,1461
23290,28,272
23291,28,509
23292,28,1149
23293,28,1811
23294,28,1668
23295,28,463
23296,28,921
23297,28,1776
23298,28,730
23299,28,1565
23300,28,302
23301,28,65
23302,28,1471
23303,28,1200
23304,28,539
23305,28,484
23306,28,1416
23307,28,942
23308,28,1563
23309,28,997
23310,28,1864
23311,28,378
23312,28,214
23313,28,1960
23314,28,1436
23315,28,1561
23316,28,1791
23317,28,925
23318,28,1393
23319,28,900
23320,28,1211
23321,28,1379
23322,28,1328
23323,28,1099
23324,28,711
23325,28,1290
23326,28,1928
23327,28,1491
23328,28,1501
23329,28,1170
23330,28,608
23331,28,1810
23332,28,1897
23333,28,842
23334,28,936
23335,28,476
23336,28,676
23337,28,723
23338,28,1846
23339,28,808
23340,28,1538
23341,28,1110
23342,28,1593
23343,28,906
23344,28,708
23345,28,274
23346,28,802
23347,28,508
23348,28,1617
23349,28,10
23350,28,1873
23351,28,500
23352,28,1344
23353,28,1361
23354,28,1246
23355,28,34
23356,28,278
23357,28,1471
23358,28,1518
23359,28,949
23360,28,1135
23361,28,1933
23362,28,265
23363,28,486
23364,28,965
23365,28,1109
23366,28,527
23367,28,1332
23368,28,258
23369,28,880
23370,28,1343
23371,28,446
23372,28,1861
23373,28,1767
23374,28,441
23375,28,1374
23376,28,1353
23377,28,228
23378,28,913
23379,28,1399
23380,28,1326
23381,28,119
23382,28,237
23383,28,1038
23384,28,870
23385,28,835
23386,28,317
23387,28,1723
23388,28,461
23389,28,1569
23390,28,1324
23391,28,1691
23392,28,345
23393,28,203
23394,28,1628
23395,28,1081
23396,28,1434
23397,28,331
23398,28,1791
23399,28,510
23400,28,1748
23401,28,876
23402,28,163
23403,28,769
23404,28,1975
23405,28,1906
23406,28,813
23407,28,1906
23408,28,467
23409,28,1965
23410,28,918
23411,28,56
23412,28,590
23413,28,20
23414,28,551
23415,28,1821
23416,28,162
23417,28,753
23418,29,1185
23419,29,872
23420,29,634
23421,29,1856
23422,29,943
23423,29,668
23424,29,40
23425,29,1083
23426,29,1998
23427,29,609
23428,29,2
23429,29,196
23430,29,242
23431,29,1934
23432,29,502
23433,29,429
23434,29,1290
23435,29,80
23436,29,171
23437,29,204
23438,29,1748
23439,29,712
23440,29,1822
23441,29,1247
23442,29,1348
23443,29,850
23444,29,602
23445,29,1204
23446,29,1217
23447,29,1654
23448,29,1855
23449,29,1396
23450,29,1297
23451,29,1748
23452,29,1145
23453,29,293
23454,29,1513
23455,29,879
23456,29,1166
23457,29,954
23458,29,1051
23459,29,131
23460,29,1124
23461,29,818
23462,29,363
23463,29,1159
23464,29,320
23465,29,295
23466,29,1518
23467,29,1935
23468,29,1993
23469,29,289
23470,29,412
23471,29,1788
23472,29,187
23473,29,1835
23474,29,726
23475,29,81
23476,29,526
23477,29,85
23478,29,1971
23479,29,1972
23480,29,231
23481,29,798
23482,29,905
23483,29,736
23484,29,274
23485,29,1645
23486,29,494
23487,29,1423
23488,29,533
23489,29,755
23490,29,1901
23491,29,148
23492,29,1432
23493,29,245
23494,29,631
23495,29,1989
23496,29,1362
23497,29,1867
23498,29,1661
23499,29,198
23500,29,1758
23501,29,877
23502,29,378
23503,29,153
23504,29,1908
23505,29,579
23506,29,1927
23507,29,1278
23508,29,478
23509,29,315
23510,29,686
23511,29,1720
23512,29,1003
23513,29,677
23514,29,1986
23515,29,625
23516,29,1807
23517,29,786
23518,29,1867
23519,29,1374
23520,29,670
23521,29,645
23522,29,445
23523,29,1605
23524,29,1897
23525,29,1725
23526,29,1657
23527,29,1919
23528,29,611
23529,29,567
23530,29,258
23531,29,794
23532,29,1722
23533,29,589
23534,29,1584
23535,29,246
23536,29,426
23537,29,1873
23538,29,1899
23539,29,1838
23540,29,1906
23541,29,558
23542,29,922
23543,29,935
23544,29,107
23545,29,1136
23546,29,390
23547,29,1917
23548,29,1371
23549,29,547
23550,29,897
23551,29,1114
23552,29,36
23553,29,1355
23554,29,1121
23555,29,1512
23556,29,1627
23557,29,1870
23558,29,146
23559,29,535
23560,29,1322
23561,29,1882
23562,29,1115
23563,29,473
23564,29,1368
23565,29,1116
23566,29,1282
23567,29,352
23568,29,1477
23569,29,810
23570,29,1973
23571,29,591
23572,29,331
23573,29,1477
23574,29,1725
23575,29,727
23576,29,984
23577,29,1726
23578,29,1830
23579,29,389
23580,29,1418
23581,29,1266
23582,29,615
23583,29,829
23584,29,749
23585,29,447
23586,29,6
23587,29,248
23588,29,1788
23589,29,1464
23590,29,986
23591,29,707
23592,29,313
23593,29,1792
23594,29,1455
23595,29,1577
23596,29,864
23597,29,1713
23598,29,1120
23599,29,1333
23600,29,1212
23601,29,24
23602,29,1532
23603,29,601
23604,29,1689
23605,29,500
23606,29,1024
23607,29,344
23608,29,858
23609,29,34
23610,29,785
23611,29,1176
23612,29,1519
23613,29,1534
23614,29,992
23615,29,760
23616,29,1171
23617,29,1710
23618,29,42
23619,29,1464
23620,29,1221
23621,29,727
23622,29,384
23623,29,1210
23624,29,1626
23625,29,746
23626,29,368
23627,29,1927
23628,29,475
23629,29,1463
23630,29,1142
23631,29,613
23632,29,535
23633,29,831
23634,29,1575
23635,29,699
23636,29,873
23637,29,461
23638,29,1536
23639,29,1081
23640,29,1611
23641,29,255
23642,29,519
23643,29,453
23644,29,1001
23645,29,1723
23646,29,123
23647,29,78
23648,29,136
23649,29,1416
23650,29,866
23651,29,1981
23652,29,1703
23653,29,1302
23654,29,282
23655,29,53
23656,29,1235
23657,29,1312
23658,29,257
23659,29,326
23660,29,898
23661,29,1006
23662,29,1205
23663,29,720
23664,29,1340
23665,29,1479
23666,29,1037
23667,29,1352
23668,29,625
23669,29,973
23670,29,563
23671,29,1304
23672,29,979
23673,29,1796
23674,29,157
23675,29,609
23676,29,422
23677,29,1692
23678,29,1991
23679,29,863
23680,29,1303
23681,29,320
23682,29,391
23683,29,992
23684,29,686
23685,29,1103
23686,29,1838
23687,29,271
23688,29,1117
23689,29,1254
23690,29,172
23691,29,671
23692,29,1316
23693,29,1440
23694,29,1130
23695,29,1680
23696,29,1568
23697,29,1465
23698,29,1082
23699,29,1546
23700,29,1675
23701,29,690
23702,29,1968
23703,29,917
23704,29,1473
23705,29,828
23706,29,934
23707,29,421
23708,29,834
23709,29,31
23710,29,467
23711,29,914
23712,29,1439
23713,29,1321
23714,29,1500
23715,29,788
23716,29,337
23717,29,1315
23718,29,334
23719,29,531
23720,29,1564
23721,29,620
23722,29,1645
23723,29,63
23724,29,1537
23725,29,1228
23726,29,500
23727,29,441
23728,29,1298
23729,29,1543
23730,29,170
23731,29,1072
23732,29,576
23733,29,209
23734,29,1849
23735,29,1909
23736,29,411
23737,29,530
23738,29,1097
23739,29,1039
23740,29,1148
23741,29,1342
23742,29,573
23743,29,1153
23744,29,1798
23745,29,1764
23746,29,666
23747,29,854
23748,29,151
23749,29,1996
23750,29,1041
23751,29,1673
23752,29,628
23753,29,1912
23754,29,1818
23755,29,573
23756,29,1389
23757,29,296
23758,29,39
23759,29,165
23760,29,1911
23761,29,1355
23762,29,375
23763,29,1020
23764,29,1991
23765,29,672
23766,29,705
23767,29,607
23768,29,1759
23769,29,385
23770,29,421
23771,29,897
23772,29,1051
23773,29,1046
23774,29,1885
23775,29,415
23776,29,1590
23777,29,1478
23778,29,743
23779,29,1429
23780,29,1026
23781,29,740
23782,29,731
23783,29,1830
23784,29,1276
23785,29,90
23786,29,1063
23787,29,819
23788,29,1203
23789,29,1261
23790,29,165
23791,29,169
23792,29,1986
23793,29,1974
23794,29,1591
23795,29,1983
23796,29,119
23797,29,1659
23798,29,298
23799,29,897
23800,29,1411
23801,29,565
23802,29,1523
23803,29,1414
23804,29,688
23805,29,96
23806,29,1231
23807,29,1919
23808,29,511
23809,29,837
23810,29,1373
23811,29,1199
23812,29,700
23813,29,1487
23814,29,469
23815,29,1758
23816,29,399
23817,29,936
23818,29,737
23819,29,1357
23820,29,470
23821,29,1864
23822,29,102
23823,29,185
23824,29,1936
23825,29,113
23826,29,514
23827,29,413
23828,29,103
23829,29,1882
23830,29,1993
23831,29,1470
23832,29,639
23833,29,570
23834,29,1462
23835,29,292
23836,29,524
23837,29,1144
23838,29,672
23839,29,1784
23840,29,391
23841,29,1607
23842,29,513
23843,29,1567
23844,29,1553
23845,29,345
23846,29,953
23847,29,1746
23848,29,1594
23849,29,674
23850,29,230
23851,29,123
23852,29,1173
23853,29,622
23854,29,424
23855,29,854
23856,29,518
23857,29,207
23858,29,1558
23859,29,1859
23860,29,1641
23861,29,1754
23862,29,1066
23863,29,226
23864,29,996
23865,29,895
23866,29,375
23867,29,1651
23868,29,1221
23869,29,141
23870,29,1806
23871,29,1845
23872,29,1425
23873,29,559
23874,29,1999
23875,29,1498
23876,29,1152
23877,29,439
23878,29,532
23879,29,1175
23880,29,1481
23881,29,139
23882,29,31
23883,29,1506
23884,29,130
23885,29,722
23886,29,604
23887,29,82
23888,29,1971
23889,29,56
23890,29,1297
23891,29,1294
23892,29,387
23893,29,272
23894,29,1836
23895,29,1818
23896,29,854
23897,29,983
23898,29,953
23899,29,1803
23900,29,693
23901,29,1996
23902,29,1174
23903,29,761
23904,29,1993
23905,29,1445
23906,29,410
23907,29,308
23908,29,1544
23909,29,95
23910,29,197
23911,29,708
23912,29,1007
23913,29,1230
23914,29,218
23915,29,381
23916,29,1956
23917,29,1000
23918,29,1831
23919,29,762
23920,29,1112
23921,29,546
23922,29,1601
23923,29,822
23924,29,1759
23925,29,961
23926,29,671
23927,29,1531
23928,29,662
23929,29,296
23930,29,1313
23931,29,573
23932,29,788
23933,29,823
23934,29,1433
23935,29,1550
23936,29,1694
23937,29,1286
23938,29,1294
23939,29,1551
23940,29,1692
23941,29,527
23942,29,390
23943,29,548
23944,29,1460
23945,29,134
23946,29,630
23947,29,1411
23948,29,972
23949,29,1974
23950,29,585
23951,29,11
23952,29,1007
23953,29,1269
23954,29,574
23955,29,706
23956,29,1332
23957,29,710
23958,29,1876
23959,29,873
23960,29,872
23961,29,398
23962,29,353
23963,29,1433
23964,29,1218
23965,29,1381
23966,29,478
23967,29,795
23968,29,303
23969,29,1908
23970,29,1828
23971,29,279
23972,29,1860
23973,29,568
23974,29,558
23975,29,1203
23976,29,1210
23977,29,790
23978,29,460
23979,29,1953
23980,29,819
23981,29,522
23982,29,435
23983,29,594
23984,29,1901
23985,29,451
23986,29,1324
23987,29,1372
23988,29,912
23989,29,1982
23990,29,465
23991,29,469
23992,29,1874
23993,29,1815
23994,29,889
23995,29,1822
23996,29,1865
23997,29,455
23998,29,1698
23999,29,1869
24000,29,566
24001,29,85
24002,29,1284
24003,29,1790
24004,29,120
24005,29,1505
24006,29,875
24007,29,1423
24008,29,1722
24009,29,1260
24010,29,1689
24011,29,1207
24012,29,957
24013,29,773
24014,29,1755
24015,29,1832
24016,29,1788
24017,29,671
24018,29,303
24019,29,563
24020,29,1536
24021,29,650
24022,29,1681
24023,29,1964
24024,29,1864
24025,29,315
24026,29,835
24027,29,1625
24028,29,197
24029,29,472
24030,29,1020
24031,29,557
24032,29,813
24033,29,1140
24034,29,882
24035,29,653
24036,29,1402
24037,29,462
24038,29,432
24039,29,1692
24040,29,756
24041,29,1395
24042,29,755
24043,29,1180
24044,29,1769
24045,29,326
24046,29,1200
24047,29,1653
24048,29,1958
24049,29,1315
24050,29,1120
24051,29,1348
24052,29,1416
24053,29,1795
24054,29,392
24055,29,649
24056,29,1568
24057,29,974
24058,29,1300
24059,29,1930
24060,29,755
24061,29,1709
24062,29,1635
24063,29,1182
24064,29,1185
24065,29,1699
24066,29,339
24067,29,121
24068,29,1887
24069,29,595
24070,29,1760
24071,29,807
24072,29,1735
24073,29,1461
24074,29,1308
24075,29,555
24076,29,1759
24077,29,1850
24078,29,750
24079,29,1698
24080,29,224
24081,29,696
24082,29,1736
24083,29,315
24084,29,1677
24085,29,983
24086,29,516
24087,29,1116
24088,29,912
24089,29,298
24090,29,533
24091,29,406
24092,29,1391
24093,29,33
24094,29,673
24095,29,51
24096,29,39
24097,29,1676
24098,29,1822
24099,29,879
24100,29,68
24101,29,747
24102,29,710
24103,29,171
24104,29,1403
24105,29,1602
24106,29,39
24107,29,1205
24108,29,702
24109,29,633
24110,29,1841
24111,29,501
24112,29,184
24113,29,1919
24114,29,754
24115,29,1378
24116,29,794
24117,29,197
24118,29,1167
24119,29,779
24120,29,1983
24121,29,300
24122,29,1618
24123,29,168
24124,29,581
24125,29,880
24126,29,1917
24127,29,856
24128,29,228
24129,29,1056
24130,29,797
24131,29,1091
24132,29,1218
24133,29,253
24134,29,484
24135,29,1668
24136,29,1041
24137,29,293
24138,29,127
24139,29,294
24140,29,376
24141,29,573
24142,29,1942
24143,29,503
24144,29,321
24145,29,1808
24146,29,404
24147,29,410
24148,29,896
24149,29,925
24150,29,186
24151,29,116
24152,29,1580
24153,29,846
24154,29,682
24155,29,291
24156,29,1507
24157,29,1863
24158,29,1714
24159,29,1517
24160,29,116
24161,29,1155
24162,29,1102
24163,29,678
24164,29,674
24165,29,1617
24166,29,1127
24167,29,1576
24168,29,1770
24169,29,173
24170,29,1486
24171,29,1644
24172,29,585
24173,29,1484
24174,29,1499
24175,29,563
24176,29,588
24177,29,62
24178,29,998
24179,29,214
24180,29,271
24181,29,1763
24182,29,1273
24183,29,1151
24184,29,168
24185,29,1700
24186,29,1628
24187,29,1403
24188,29,941
24189,29,1928
24190,29,1126
24191,29,1543
24192,29,1223
24193,29,1174
24194,29,1731
24195,29,1536
24196,29,396
24197,29,1075
24198,29,204
24199,29,116
24200,29,203
24201,29,1971
24202,29,1523
24203,29,660
24204,29,1989
24205,29,1780
24206,29,1916
24207,29,1739
24208,29,1219
24209,29,470
24210,29,1399
24211,29,1385
24212,29,572
24213,29,1507
24214,29,173
24215,29,1082
24216,29,671
24217,29,263
24218,29,1300
24219,29,159
24220,29,84
24221,29,1016
24222,29,723
24223,29,850
24224,29,1046
24225,29,147
24226,29,1938
24227,29,943
24228,29,1384
24229,29,1650
24230,29,145
24231,29,662
24232,29,1569
24233,29,381
24234,29,21
24235,29,554
24236,29,1827
24237,29,1880
24238,29,668
24239,29,55
24240,29,617
24241,29,676
24242,29,812
24243,29,31
24244,29,476
24245,29,501
24246,29,920
24247,29,778
24248,29,574
24249,29,872
24250,29,761
24251,29,1416
24252,29,1674
24253,29,867
24254,29,1612
24255,29,840
24256,30,352
24257,30,307
24258,30,1563
24259,30,912
24260,30,1859
24261,30,135
24262,30,709
24263,30,1783
24264,30,35
24265,30,28
24266,30,306
24267,30,256
24268,30,585
24269,30,1559
24270,30,949
24271,30,1134
24272,30,51
24273,30,1685
24274,30,1410
24275,30,347
24276,30,620
24277,30,1891
24278,30,1300
24279,30,1396
24280,30,721
24281,30,66
24282,30,87
24283,30,402
24284,30,967
24285,30,290
24286,30,832
24287,30,1730
24288,30,977
24289,30,1408
24290,30,101
24291,30,1149
24292,30,1513
24293,30,910
24294,30,709
24295,30,728
24296,30,1627
24297,30,193
24298,30,1113
24299,30,471
24300,30,1271
24301,30,554
24302,30,16
24303,30,1595
24304,30,386
24305,30,952
24306,30,1154
24307,30,487
24308,30,357
24309,30,1007
24310,30,1485
24311,30,1500
24312,30,565
24313,30,731
24314,30,346
24315,30,59
24316,30,59
24317,30,871
24318,30,1816
24319,30,927
24320,30,105
24321,30,306
24322,30,420
24323,30,1564
24324,30,560
24325,30,627
24326,30,625
24327,30,83
24328,30,370
24329,30,245
24330,30,819
24331,30,1281
24332,30,342
24333,30,1095
24334,30,1322
24335,30,222
24336,30,731
24337,30,192
24338,30,1711
24339,30,796
24340,30,1353
24341,30,433
24342,30,1280
24343,30,1628
24344,30,1161
24345,30,1235
24346,30,823
24347,30,1935
24348,30,1273
24349,30,43
24350,30,733
24351,30,80
24352,30,888
24353,30,1130
24354,30,455
24355,30,805
24356,30,1464
24357,30,380
24358,30,1335
24359,30,930
24360,30,1301
24361,30,249
24362,30,904
24363,30,73
24364,30,1578
24365,30,1052
24366,30,1338
24367,30,547
24368,30,878
24369,30,131
24370,30,1591
24371,30,1579
24372,30,1614
24373,30,231
24374,30,1714
24375,30,1286
24376,30,461
24377,30,1406
24378,30,1264
24379,30,943
24380,30,777
24381,30,1278
24382,30,1124
24383,30,1992
24384,30,917
24385,30,371
24386,30,354
24387,30,1633
24388,30,329
24389,30,1661
24390,30,1006
24391,30,980
24392,30,391
24393,30,384
24394,30,1818
24395,30,49
24396,30,84
24397,30,380
24398,30,995
24399,30,1965
24400,30,1747
24401,30,536
24402,30,1681
24403,30,273
24404,30,1602
24405,30,108
24406,30,608
24407,30,1875
24408,30,1153
24409,30,1328
24410,30,1946
24411,30,1874
24412,30,844
24413,30,1738
24414,30,1742
24415,30,673
24416,30,1686
24417,30,1091
24418,30,264
24419,30,1102
24420,30,371
24421,30,255
24422,30,98
24423,30,1544
24424,30,786
24425,30,844
24426,30,1050
24427,30,70
24428,30,1811
24429,30,1823
24430,30,1808
24431,30,24
24432,30,1460
24433,30,1402
24434,30,115
24435,30,694
24436,30,1324
24437,30,1872
24438,30,1845
24439,30,368
24440,30,1027
24441,30,677
24442,30,1803
24443,30,1012
24444,30,1985
24445,30,1182
24446,30,712
24447,30,382
24448,30,1371
24449,30,1173
24450,30,1175
24451,30,885
24452,30,1145
24453,30,1623
24454,30,85
24455,30,1062
24456,30,384
24457,30,1974
24458,30,1505
24459,30,1559
24460,30,33
24461,30,111
24462,30,805
24463,30,78
24464,30,1015
24465,30,533
24466,30,674
24467,30,99
24468,30,1291
24469,30,1876
24470,30,1633
24471,30,27
24472,30,101
24473,30,1781
24474,30,1075
24475,30,1693
24476,30,1361
24477,30,1319
24478,30,761
24479,30,922
24480,30,1142
24481,30,19
24482,30,1501
24483,30,850
24484,30,1469
24485,30,1362
24486,30,1901
24487,30,1761
24488,30,490
24489,30,1699
24490,30,1345
24491,30,1131
24492,30,255
24493,30,970
24494,30,1732
24495,30,1663
24496,30,1061
24497,30,1433
24498,30,408
24499,30,1859
24500,30,1181
24501,30,1554
24502,30,1040
24503,30,598
24504,30,118
24505,30,1273
24506,30,269
24507,30,1707
24508,30,1812
24509,30,120
24510,30,1083
24511,30,1896
24512,30,1123
24513,30,1429
24514,30,293
24515,30,1967
24516,30,661
24517,30,1673
24518,30,1022
24519,30,1508
24520,30,42
24521,30,1137
24522,30,240
24523,30,1246
24524,30,1482
24525,30,835
24526,30,427
24527,30,1255
24528,30,207
24529,30,7
24530,30,696
24531,30,1159
24532,30,1905
24533,30,1933
24534,30,1349
24535,30,561
24536,30,1327
24537,30,602
24538,30,208
24539,30,1020
24540,30,1144
24541,30,202
24542,30,1531
24543,30,1054
24544,30,346
24545,30,1167
24546,30,26
24547,30,1612
24548,30,319
24549,30,1892
24550,30,264
24551,30,1182
24552,30,706
24553,30,1229
24554,30,1463
24555,30,581
24556,30,283
24557,30,47
24558,30,1735
24559,30,703
24560,30,316
24561,30,688
24562,30,1135
24563,30,46
24564,30,1349
24565,30,1777
24566,30,989
24567,30,770
24568,30,1078
24569,30,1783
24570,30,263
24571,30,446
24572,30,1651
24573,30,1520
24574,30,188
24575,30,1359
24576,30,297
24577,30,1277
24578,30,1813
24579,30,79
24580,30,1579
24581,30,1607
24582,30,190
24583,30,1872
24584,30,1125
24585,30,722
24586,30,42
24587,30,1505
24588,30,1915
24589,30,1330
24590,30,1175
24591,30,1139
24592,30,349
24593,30,1838
24594,30,792
24595,30,755
24596,30,967
24597,30,1551
24598,30,835
24599,30,1624
24600,30,1318
24601,30,110
24602,30,832
24603,30,432
24604,30,960
24605,30,1299
24606,30,967
24607,30,1031
24608,30,1900
24609,30,1278
24610,30,1930
24611,30,766
24612,30,232
24613,30,140
24614,30,610
24615,30,1429
24616,30,232
24617,30,490
24618,30,1907
24619,30,381
24620,30,1968
24621,30,1285
24622,30,832
24623,30,1079
24624,30,654
24625,30,1917
24626,30,1959
24627,30,1229
24628,30,499
24629,30,584
24630,30,864
24631,30,1431
24632,30,850
24633,30,1774
24634,30,371
